Date,League,Home_Team,Away_Team,Home_Goals,Away_Goals,Possession_Home,Possession_Away,Shots_Home,Shots_Away,ShotsOnTarget_Home,ShotsOnTarget_Away,Fouls_Home,Fouls_Away,Yellows_Home,Yellows_Away,Reds_Home,Reds_Away,Result
2021-01-23,Ligue 1,Monaco,Lyon,2,1,48.350261953525475,51.649738046474525,6,8,1,2,16,8,1,0,0,0,H
2021-01-24,Premier League,Man City,Aston Villa,2,0,60.800815942567226,39.199184057432774,11,7,3,1,7,14,0,2,0,0,H
2021-01-24,Eredivisie,Heerenveen,Ajax,0,0,67.46865305249841,32.53134694750159,10,4,2,2,4,14,2,1,0,0,D
2021-01-26,Serie A,Lazio,Milan,1,1,46.20222155492207,53.79777844507793,9,3,2,3,18,9,1,2,0,0,D
2021-01-28,Ligue 1,Lyon,Rennes,2,1,42.860166495772454,57.139833504227546,6,13,2,7,8,15,1,0,0,0,H
2021-01-30,Eredivisie,PSV,Groningen,2,1,45.62047254057259,54.37952745942741,11,6,4,2,11,6,1,2,1,1,H
2021-01-31,Bundesliga,Bayern,Leipzig,1,2,46.052679549783925,53.947320450216075,6,10,2,1,7,12,1,1,0,0,A
2021-02-01,Serie A,Roma,Atalanta,1,1,54.80765873287057,45.19234126712943,8,7,1,5,15,8,2,0,0,0,D
2021-02-02,Premier League,Arsenal,Man City,3,0,60.089624743706736,39.910375256293264,7,6,4,3,7,7,0,1,0,0,H
2021-02-02,Eredivisie,Feyenoord,Utrecht,3,1,42.94501999282268,57.05498000717732,7,10,2,3,8,10,0,1,0,0,H
2021-02-03,Eredivisie,Ajax,Feyenoord,2,1,53.475131074534346,46.524868925465654,10,10,4,3,10,15,0,3,0,0,H
2021-02-03,Eredivisie,AZ,Utrecht,2,0,43.99051805055696,56.00948194944304,4,3,1,1,4,10,1,2,0,0,H
2021-02-05,Premier League,Spurs,Man United,1,0,52.28850638756339,47.71149361243661,6,5,1,1,6,11,2,2,0,0,H
2021-02-05,La Liga,Real Sociedad,Valencia,5,3,37.20719194999352,62.79280805000648,4,14,1,3,16,10,2,3,1,0,H
2021-02-05,Premier League,Arsenal,Aston Villa,2,1,40.75275171367519,59.24724828632481,4,12,1,1,14,11,1,3,0,0,H
2021-02-08,Eredivisie,Ajax,Utrecht,4,2,61.09952183164583,38.90047816835417,13,9,1,1,8,18,3,2,0,0,H
2021-02-09,Eredivisie,Feyenoord,AZ,5,0,40.028187817671366,59.971812182328634,3,10,1,1,12,13,0,1,0,0,H
2021-02-09,Serie A,Lazio,Roma,3,0,48.03406642264731,51.96593357735269,4,5,3,1,10,6,1,2,0,0,H
2021-02-10,Bundesliga,Freiburg,Wolfsburg,3,1,55.18290343891008,44.81709656108992,13,5,4,1,6,4,0,1,1,0,H
2021-02-10,La Liga,Real Madrid,Real Sociedad,4,2,48.41788635247427,51.58211364752573,8,9,3,2,11,13,0,2,0,1,H
2021-02-11,Bundesliga,Leverkusen,Frankfurt,1,0,55.47764142135676,44.52235857864324,8,6,3,4,9,14,1,3,0,0,H
2021-02-11,La Liga,Real Madrid,Sevilla,1,0,41.360122727014364,58.639877272985636,11,11,2,1,17,13,1,1,0,0,H
2021-02-12,Premier League,Arsenal,Liverpool,0,0,39.34799385923955,60.65200614076045,8,10,3,1,21,11,0,1,0,0,D
2021-02-14,Premier League,Man United,Aston Villa,5,1,52.6854513737243,47.3145486262757,6,10,3,1,11,13,0,1,0,0,H
2021-02-14,Serie A,Atalanta,Lazio,1,0,46.666671562561575,53.333328437438425,6,8,4,4,16,8,1,1,0,0,H
2021-02-14,Serie A,Milan,Lazio,3,1,42.762550357768895,57.237449642231105,9,12,3,3,10,8,0,2,0,0,H
2021-02-15,Premier League,Liverpool,Aston Villa,0,2,47.92124760727145,52.07875239272855,6,9,1,3,8,8,2,2,0,0,A
2021-02-15,Serie A,Atalanta,Juventus,1,0,61.30760884778645,38.69239115221355,9,2,1,1,5,14,2,3,0,1,H
2021-02-15,Eredivisie,Ajax,Vitesse,2,1,47.76976520559455,52.23023479440545,6,6,1,2,8,13,3,2,0,0,H
2021-02-15,Premier League,Arsenal,Man United,1,2,53.90589415574998,46.09410584425002,11,7,1,1,10,11,2,1,0,0,A
2021-02-17,Ligue 1,Rennes,Lyon,2,0,41.63102796753296,58.36897203246704,8,6,2,1,9,17,0,1,0,1,H
2021-02-17,Serie A,Milan,Napoli,1,0,61.73924887595348,38.26075112404652,6,5,1,1,9,10,2,0,0,0,H
2021-02-17,Ligue 1,Nice,Monaco,1,3,58.40740987607785,41.59259012392215,12,12,2,1,9,15,1,3,0,0,A
2021-02-18,Ligue 1,Monaco,Nice,1,2,53.07522628652936,46.92477371347064,9,8,5,1,8,10,0,1,0,0,A
2021-02-19,Bundesliga,Leverkusen,Wolfsburg,1,0,30.0,70.0,4,6,4,3,10,10,2,2,0,0,H
2021-02-19,Ligue 1,Rennes,Monaco,2,0,46.66263828843097,53.33736171156903,6,8,1,2,12,10,2,2,0,0,H
2021-02-19,Bundesliga,Dortmund,Gladbach,2,2,40.36330307648795,59.63669692351205,3,10,1,4,11,16,2,0,0,0,D
2021-02-19,Ligue 1,Lille,Rennes,1,0,53.5076811997417,46.4923188002583,9,7,2,1,13,12,1,0,0,0,H
2021-02-20,La Liga,Real Madrid,Villarreal,0,2,43.73831811507843,56.26168188492157,4,6,1,3,9,12,2,2,0,0,A
2021-02-22,Bundesliga,Bayern,Gladbach,0,1,46.344350353640166,53.655649646359834,12,10,1,7,12,3,2,1,0,1,A
2021-02-22,Premier League,Liverpool,Arsenal,1,0,57.96633989003362,42.03366010996638,11,7,5,1,9,10,0,1,0,0,H
2021-02-23,Ligue 1,Monaco,Marseille,2,1,54.490560256989085,45.509439743010915,2,4,2,1,13,9,0,2,0,0,H
2021-02-25,Premier League,Aston Villa,Newcastle,0,0,61.76824846004796,38.23175153995204,11,6,1,1,6,10,2,3,0,0,D
2021-02-25,Premier League,Chelsea,Spurs,1,0,42.062928281294084,57.937071718705916,8,7,4,3,18,16,1,1,0,0,H
2021-02-26,Serie A,Napoli,Milan,1,1,47.48028056087235,52.51971943912765,7,7,1,2,3,13,2,2,0,0,D
2021-02-26,Bundesliga,Wolfsburg,Leipzig,0,0,63.87129178113043,36.12870821886957,11,4,1,1,10,14,1,2,0,0,D
2021-02-26,Serie A,Lazio,Napoli,3,0,50.589600029795896,49.410399970204104,5,8,4,1,9,11,2,1,0,0,H
2021-02-27,Ligue 1,Lille,Nice,1,0,47.449497210210296,52.550502789789704,7,8,1,1,5,13,3,4,0,0,H
2021-03-01,Bundesliga,Dortmund,Frankfurt,0,1,56.58260354280782,43.41739645719218,6,10,1,2,10,11,0,2,0,0,A
2021-03-01,La Liga,Barcelona,Real Madrid,2,2,56.58215834613894,43.41784165386106,3,4,1,3,12,12,1,1,0,0,D
2021-03-03,Premier League,Man City,Man United,1,2,48.9186668885041,51.0813331114959,2,4,1,1,9,6,2,3,0,0,A
2021-03-03,Premier League,Arsenal,Newcastle,1,0,49.9284024841494,50.0715975158506,13,7,2,1,12,6,2,2,0,0,H
2021-03-03,Premier League,Newcastle,Man City,0,1,48.06139105775899,51.93860894224101,10,8,2,1,8,7,0,2,0,0,A
2021-03-04,Ligue 1,Lille,Marseille,2,1,55.24151998609773,44.75848001390227,13,4,5,1,10,13,1,2,0,0,H
2021-03-04,La Liga,Real Madrid,Sevilla,3,1,51.539051949895686,48.460948050104314,9,7,2,1,10,9,2,0,0,0,H
2021-03-06,La Liga,Athletic,Real Sociedad,1,0,66.47614910223652,33.52385089776348,11,2,1,1,10,11,3,0,0,0,H
2021-03-06,La Liga,Sevilla,Villarreal,4,3,40.893011678423804,59.106988321576196,3,7,2,1,10,15,0,0,0,0,H
2021-03-06,Ligue 1,Monaco,Nice,0,1,43.350247069625084,56.649752930374916,2,9,1,1,10,19,1,2,0,0,A
2021-03-07,Serie A,Roma,Napoli,0,2,63.683725658444075,36.316274341555925,9,5,3,1,3,14,2,2,0,0,A
2021-03-08,Serie A,Inter,Roma,5,0,52.00418780951867,47.99581219048133,7,5,2,2,13,9,2,3,0,0,H
2021-03-08,Ligue 1,Lyon,Lille,0,2,53.74964192777439,46.25035807222561,8,5,3,1,8,3,3,1,0,0,A
2021-03-09,Premier League,Aston Villa,Chelsea,1,0,40.64470528897835,59.35529471102165,6,5,1,5,11,18,3,2,0,0,H
2021-03-09,Premier League,Liverpool,Newcastle,1,2,50.74994046822985,49.25005953177015,13,9,6,4,7,13,0,1,0,0,A
2021-03-09,Serie A,Juventus,Milan,1,1,48.70794288563674,51.29205711436326,7,8,2,2,9,15,1,1,0,0,D
2021-03-10,Serie A,Lazio,Atalanta,3,1,58.37973436290676,41.62026563709324,8,8,3,2,10,6,1,2,0,0,H
2021-03-11,Premier League,Arsenal,Aston Villa,1,0,51.603557467240286,48.396442532759714,13,9,7,1,20,11,0,1,0,0,H
2021-03-11,Eredivisie,PSV,AZ,2,2,48.36670901311136,51.63329098688864,9,7,1,3,3,12,1,1,0,1,D
2021-03-11,Serie A,Inter,Roma,0,0,55.93590745983592,44.06409254016408,8,5,2,1,15,8,1,1,1,0,D
2021-03-14,La Liga,Athletic,Barcelona,2,0,34.18846943141459,65.81153056858541,3,12,1,1,3,13,2,1,0,1,H
2021-03-15,Premier League,Newcastle,Spurs,1,0,54.67975231755757,45.32024768244243,10,10,1,1,12,11,1,2,0,0,H
2021-03-15,Ligue 1,Nice,Nantes,1,1,59.703587803112505,40.296412196887495,9,6,2,1,8,9,0,4,0,0,D
2021-03-15,Eredivisie,Ajax,Feyenoord,0,1,64.80695112135143,35.19304887864857,14,5,8,2,13,10,2,3,0,0,A
2021-03-16,Eredivisie,Vitesse,Groningen,0,0,39.8167874800304,60.1832125199696,6,4,1,2,19,6,1,1,0,0,D
2021-03-16,La Liga,Sevilla,Villarreal,0,1,61.234427722193985,38.765572277806015,11,5,3,1,14,13,2,3,0,0,A
2021-03-16,Bundesliga,Dortmund,Freiburg,1,0,59.014893512555496,40.985106487444504,10,7,3,3,7,7,1,3,0,0,H
2021-03-16,Eredivisie,Vitesse,Ajax,2,1,47.41793136212472,52.58206863787528,2,11,2,2,4,19,1,3,0,0,H
2021-03-18,La Liga,Valencia,Sevilla,2,1,58.44375990327522,41.55624009672478,13,8,4,1,15,20,3,1,0,0,H
2021-03-19,Bundesliga,Frankfurt,Leverkusen,0,1,57.05648602182115,42.94351397817885,11,8,3,5,6,14,0,0,0,0,A
2021-03-19,Ligue 1,Monaco,Rennes,3,2,45.81472159015041,54.18527840984959,3,10,1,2,6,15,2,2,0,0,H
2021-03-20,Eredivisie,Vitesse,Heerenveen,0,0,55.400838092392334,44.599161907607666,11,2,6,1,7,12,0,3,0,0,D
2021-03-20,Ligue 1,Rennes,Marseille,2,1,47.544126164717206,52.455873835282794,5,10,5,1,6,11,3,1,0,0,H
2021-03-21,Serie A,Atalanta,Inter,1,1,50.32411379793574,49.67588620206426,8,12,4,5,8,8,3,0,0,0,D
2021-03-21,Serie A,Roma,Milan,2,0,46.37431023273421,53.62568976726579,10,2,7,2,13,11,1,1,0,0,H
2021-03-21,Bundesliga,Wolfsburg,Leipzig,0,1,53.37670938895689,46.62329061104311,6,5,1,2,15,12,3,1,0,0,A
2021-03-22,Ligue 1,Nice,Rennes,4,1,62.67647841562995,37.32352158437005,5,3,1,1,16,12,1,3,0,0,H
2021-03-22,Bundesliga,Dortmund,Leverkusen,3,1,51.217661317922584,48.782338682077416,8,5,1,1,11,10,1,1,0,0,H
2021-03-22,La Liga,Real Sociedad,Barcelona,0,1,55.26491549636466,44.73508450363534,7,6,5,3,9,9,2,2,0,0,A
2021-03-23,La Liga,Atletico,Real Sociedad,1,1,55.58134236401979,44.41865763598021,13,5,5,1,12,11,1,0,0,0,D
2021-03-24,Ligue 1,PSG,Marseille,2,2,58.875812215020844,41.124187784979156,9,2,5,1,10,10,1,1,0,0,D
2021-03-25,Eredivisie,Groningen,Vitesse,0,0,31.879375848506598,68.1206241514934,8,10,1,4,12,12,2,1,0,0,D
2021-03-25,Eredivisie,PSV,Vitesse,3,1,49.018729682468106,50.981270317531894,7,12,1,7,8,10,2,2,0,0,H
2021-03-26,Serie A,Napoli,Inter,1,2,49.49502105643135,50.50497894356865,3,8,3,1,5,18,0,3,0,0,A
2021-03-26,Serie A,Atalanta,Napoli,2,1,55.81585328829663,44.18414671170337,7,2,7,1,12,12,0,3,0,0,H
2021-03-26,Premier League,Spurs,Man United,1,0,52.072083964424124,47.927916035575876,6,4,2,1,15,19,1,2,0,0,H
2021-03-27,Ligue 1,Nantes,Nice,0,1,55.84702624784365,44.15297375215635,9,8,1,4,9,11,2,1,0,0,A
2021-03-27,Ligue 1,Lyon,Nice,1,0,51.021123799001955,48.978876200998045,8,10,1,2,5,14,1,1,0,0,H
2021-03-27,Ligue 1,Lille,Nice,2,3,39.590723375971685,60.409276624028315,4,2,1,1,12,15,2,1,1,0,A
2021-03-27,Eredivisie,Feyenoord,Heerenveen,1,1,53.19709828112048,46.80290171887952,2,5,2,2,12,12,1,1,0,0,D
2021-03-27,Eredivisie,Vitesse,Heerenveen,2,0,47.36602378216371,52.63397621783629,9,7,3,1,8,10,0,2,0,0,H
2021-03-27,Premier League,Newcastle,Man City,3,2,64.11462585350806,35.88537414649194,14,6,5,3,4,16,1,0,0,0,H
2021-03-28,Serie A,Juventus,Fiorentina,2,0,47.44230824489151,52.55769175510849,6,10,1,3,7,6,1,2,0,0,H
2021-03-29,Ligue 1,Rennes,Monaco,1,1,55.485820417922895,44.514179582077105,9,6,1,6,8,6,1,3,0,0,D
2021-03-30,Bundesliga,Wolfsburg,Freiburg,0,1,54.137755542674256,45.862244457325744,10,9,2,4,13,16,1,1,0,0,A
2021-03-31,Eredivisie,Ajax,Heerenveen,1,1,50.368061859468256,49.631938140531744,6,3,2,1,12,14,1,2,0,0,D
2021-04-01,La Liga,Real Madrid,Athletic,2,0,55.711635009751326,44.288364990248674,7,6,1,1,17,14,1,2,0,0,H
2021-04-02,Serie A,Fiorentina,Atalanta,1,0,30.475960215891558,69.52403978410844,2,7,1,2,20,16,0,4,0,0,H
2021-04-02,Ligue 1,PSG,Lille,0,0,37.04221441912488,62.95778558087512,3,10,1,1,11,12,0,2,0,0,D
2021-04-02,Eredivisie,PSV,Vitesse,2,0,44.674290278089956,55.325709721910044,2,10,1,3,9,5,1,1,0,0,H
2021-04-03,Serie A,Milan,Inter,0,1,44.782448160780156,55.217551839219844,9,11,4,4,7,10,1,1,0,0,A
2021-04-03,Eredivisie,Groningen,Utrecht,1,0,58.00293000291304,41.99706999708696,14,6,7,2,5,8,1,2,0,0,H
2021-04-03,Ligue 1,PSG,Monaco,1,1,37.815465448193464,62.184534551806536,6,10,4,4,11,14,2,1,0,0,D
2021-04-03,Serie A,Lazio,Roma,0,0,60.78273650189127,39.21726349810873,4,8,2,4,10,9,2,0,0,0,D
2021-04-04,Ligue 1,Lyon,Monaco,2,1,58.21233997092115,41.78766002907885,7,3,1,1,10,13,1,4,0,0,H
2021-04-09,La Liga,Athletic,Barcelona,1,0,56.84619450803836,43.15380549196164,5,9,1,4,8,16,2,1,0,0,H
2021-04-11,Eredivisie,Vitesse,Ajax,3,0,50.565889162618696,49.434110837381304,11,5,6,4,10,10,2,3,0,0,H
2021-04-11,Serie A,Inter,Atalanta,1,0,37.2200302051487,62.7799697948513,4,8,1,1,9,13,1,3,0,0,H
2021-04-12,La Liga,Athletic,Real Madrid,0,0,44.81214136851533,55.18785863148467,9,8,4,4,4,12,2,2,0,0,D
2021-04-13,Bundesliga,Leverkusen,Dortmund,2,1,47.26002774924734,52.73997225075266,2,10,1,5,14,12,2,0,0,0,H
2021-04-13,Ligue 1,PSG,Marseille,1,0,40.60554358949594,59.39445641050406,7,12,1,4,20,12,3,2,0,1,H
2021-04-13,Eredivisie,Feyenoord,Ajax,3,1,51.29575438367774,48.70424561632226,7,7,1,4,6,12,2,2,0,1,H
2021-04-13,Serie A,Inter,Lazio,3,0,50.52592397378621,49.47407602621379,2,7,2,1,13,13,1,0,0,0,H
2021-04-14,Eredivisie,Groningen,Heerenveen,2,1,46.405942489151194,53.594057510848806,6,8,1,1,7,9,2,1,0,0,H
2021-04-14,Premier League,Liverpool,Chelsea,0,1,62.48006843245891,37.51993156754109,15,3,3,3,13,15,0,1,0,0,A
2021-04-15,Ligue 1,Rennes,Nice,0,1,30.0,70.0,7,11,1,1,14,11,3,3,0,0,A
2021-04-16,La Liga,Sevilla,Real Madrid,1,1,54.76202393717594,45.23797606282406,10,3,5,1,8,11,0,1,0,0,D
2021-04-16,Serie A,Roma,Milan,0,1,50.68083700401138,49.31916299598862,11,7,3,1,8,9,2,2,0,0,A
2021-04-17,Premier League,Man United,Liverpool,1,2,41.21648541529833,58.78351458470167,5,14,1,5,11,10,2,1,0,0,A
2021-04-17,Premier League,Aston Villa,Newcastle,0,0,54.52257529896055,45.47742470103945,9,8,5,5,13,10,0,1,0,0,D
2021-04-18,Premier League,Arsenal,Liverpool,1,1,47.45793160810548,52.54206839189452,12,3,4,1,14,17,3,2,1,0,D
2021-04-18,Bundesliga,Wolfsburg,Frankfurt,2,1,49.53853751329191,50.46146248670809,5,6,1,2,13,13,2,1,0,0,H
2021-04-18,Premier League,Aston Villa,Spurs,1,2,57.44735971322674,42.55264028677326,2,5,1,2,8,7,1,3,0,0,A
2021-04-18,Bundesliga,Wolfsburg,Frankfurt,3,0,45.52846960215362,54.47153039784638,6,6,1,1,12,9,2,3,0,0,H
2021-04-20,Ligue 1,Nice,Monaco,0,1,56.5423442383518,43.4576557616482,12,6,6,2,5,11,2,2,0,0,A
2021-04-22,Bundesliga,Freiburg,Gladbach,2,3,56.75126854858781,43.24873145141219,8,3,3,1,14,8,1,2,0,0,A
2021-04-23,Serie A,Atalanta,Milan,2,1,56.62759773558031,43.37240226441969,13,7,2,3,14,7,2,2,0,0,H
2021-04-24,Premier League,Newcastle,Liverpool,1,1,56.22981671059131,43.77018328940869,10,7,3,1,7,20,3,1,0,0,D
2021-04-25,Premier League,Aston Villa,Liverpool,2,2,41.9752740622911,58.0247259377089,6,7,1,2,12,12,2,2,0,0,D
2021-04-27,Eredivisie,Utrecht,Feyenoord,4,1,41.10316424304895,58.89683575695105,10,8,1,1,15,16,1,1,0,0,H
2021-04-30,Eredivisie,Feyenoord,Vitesse,0,3,48.90380985423343,51.09619014576657,9,8,3,1,9,12,1,1,0,0,A
2021-05-01,Ligue 1,Nice,Lyon,5,3,54.99695790212322,45.00304209787678,8,5,4,1,10,6,1,1,0,0,H
2021-05-01,La Liga,Sevilla,Villarreal,1,1,55.37096778845098,44.62903221154902,2,4,2,3,3,7,0,3,0,1,D
2021-05-02,La Liga,Athletic,Barcelona,1,0,43.203491648233,56.796508351767,7,11,5,1,14,9,2,2,0,0,H
2021-05-03,Serie A,Fiorentina,Lazio,0,0,42.96753929969378,57.03246070030622,3,7,2,1,10,8,2,4,0,0,D
2021-05-03,Premier League,Man United,Chelsea,2,4,44.01129426982915,55.98870573017085,5,7,1,4,14,12,3,0,0,0,A
2021-05-04,Bundesliga,Gladbach,Freiburg,1,1,52.38550731834031,47.61449268165969,13,7,5,4,17,7,1,2,0,0,D
2021-05-04,Eredivisie,Heerenveen,Utrecht,0,0,56.21554442834142,43.78445557165858,9,7,3,1,14,14,0,0,0,0,D
2021-05-05,Premier League,Aston Villa,Man City,2,0,55.050786291263925,44.949213708736075,10,6,1,4,7,16,2,1,0,0,H
2021-05-05,Premier League,Man City,Chelsea,1,0,44.03707756310675,55.96292243689325,9,10,4,1,9,22,2,3,0,0,H
2021-05-07,Premier League,Arsenal,Man United,1,1,33.73361783254735,66.26638216745265,3,12,3,3,13,13,2,2,0,0,D
2021-05-07,Eredivisie,AZ,Heerenveen,0,0,51.030891555116035,48.969108444883965,7,6,3,5,6,12,0,2,0,0,D
2021-05-07,Bundesliga,Bayern,Gladbach,1,0,60.97357571620144,39.02642428379856,11,6,1,3,10,13,1,1,0,0,H
2021-05-08,Premier League,Man City,Liverpool,1,2,52.73427373845915,47.26572626154085,2,2,1,1,10,15,3,2,0,0,A
2021-05-09,La Liga,Valencia,Real Madrid,1,3,48.92372227087114,51.07627772912886,13,10,4,1,8,17,1,2,0,0,A
2021-05-09,Serie A,Atalanta,Inter,7,3,44.63568232162994,55.36431767837006,6,9,1,1,5,9,2,1,0,0,H
2021-05-10,La Liga,Valencia,Villarreal,1,2,37.40140390948761,62.59859609051239,14,3,4,1,16,13,3,0,0,0,A
2021-05-11,La Liga,Real Madrid,Barcelona,3,1,44.05224227278291,55.94775772721709,6,5,4,2,5,12,1,2,0,0,H
2021-05-12,Eredivisie,Heerenveen,Ajax,2,0,51.39682470954754,48.60317529045246,8,6,1,1,13,9,0,2,0,0,H
2021-05-13,Bundesliga,Gladbach,Bayern,2,2,56.56320662412419,43.43679337587581,9,6,1,1,15,15,2,2,0,0,D
2021-05-13,Bundesliga,Wolfsburg,Gladbach,1,1,43.053044061053505,56.946955938946495,8,5,2,1,8,3,0,2,0,0,D
2021-05-14,La Liga,Valencia,Villarreal,0,1,39.45430056538103,60.54569943461897,5,15,1,7,10,9,2,0,0,0,A
2021-05-14,Premier League,Liverpool,Chelsea,2,2,50.233614911360355,49.766385088639645,10,8,5,1,9,11,0,2,0,0,D
2021-05-14,La Liga,Barcelona,Valencia,3,0,52.97228885601378,47.02771114398622,9,5,1,1,9,14,2,0,0,0,H
2021-05-15,Eredivisie,AZ,Feyenoord,2,0,62.36366017060682,37.63633982939318,9,4,2,4,7,9,2,2,0,0,H
2021-05-16,Premier League,Chelsea,Newcastle,1,3,52.55956550400405,47.44043449599595,3,2,1,2,15,7,1,1,0,0,A
2021-05-16,Eredivisie,Heerenveen,Ajax,0,1,43.75893879216414,56.24106120783586,4,6,1,2,10,10,3,0,0,0,A
2021-05-17,La Liga,Real Sociedad,Real Madrid,1,0,56.27987950406216,43.72012049593784,11,5,5,5,11,12,1,1,0,0,H
2021-05-17,Serie A,Milan,Roma,2,1,45.33830537280979,54.66169462719021,10,12,4,4,12,10,2,4,0,0,H
2021-05-17,Eredivisie,Utrecht,Groningen,2,0,56.41174286648693,43.58825713351307,8,8,1,1,7,11,0,3,0,0,H
2021-05-18,Eredivisie,Utrecht,Feyenoord,3,0,55.047375436300065,44.952624563699935,4,2,3,1,9,15,2,1,0,0,H
2021-05-19,Eredivisie,Groningen,Utrecht,0,1,45.707001411834334,54.292998588165666,9,7,2,3,9,9,0,1,0,0,A
2021-05-19,Premier League,Man United,Chelsea,1,0,60.463988860614855,39.536011139385145,13,4,6,3,11,18,3,0,1,0,H
2021-05-20,Premier League,Arsenal,Man United,0,1,51.2600825951223,48.7399174048777,7,8,1,1,13,9,0,1,0,0,A
2021-05-20,Bundesliga,Bayern,Frankfurt,1,1,51.56425681615574,48.43574318384426,7,8,1,1,16,17,2,0,0,0,D
2021-05-24,Bundesliga,Bayern,Frankfurt,1,0,52.35907365712151,47.64092634287849,8,6,3,2,15,13,1,2,0,0,H
2021-05-24,Bundesliga,Freiburg,Wolfsburg,1,0,52.555168242349055,47.444831757650945,3,6,2,2,11,4,2,1,0,0,H
2021-05-24,Premier League,Liverpool,Spurs,0,2,47.580267893173755,52.419732106826245,8,7,2,1,17,18,2,0,0,0,A
2021-05-25,Premier League,Newcastle,Man City,0,1,60.376868361529695,39.623131638470305,6,3,3,1,10,13,0,0,0,1,A
2021-05-25,Serie A,Fiorentina,Roma,1,1,47.84118452881518,52.15881547118482,9,10,1,1,12,17,2,2,0,0,D
2021-05-25,Eredivisie,PSV,AZ,1,1,54.35272538712975,45.64727461287025,11,5,4,2,15,14,0,1,0,0,D
2021-05-25,Eredivisie,Ajax,Utrecht,4,3,40.89056753008842,59.10943246991158,2,9,1,2,11,11,0,1,0,0,H
2021-05-26,Eredivisie,Feyenoord,Groningen,2,0,53.75256407644976,46.24743592355024,13,6,8,2,12,5,2,1,0,0,H
2021-05-27,Ligue 1,PSG,Marseille,2,0,57.36872663199012,42.63127336800988,2,8,1,2,6,11,1,1,0,0,H
2021-05-29,Premier League,Man City,Man United,2,2,40.86492806053128,59.13507193946872,8,2,1,2,12,15,0,0,0,0,D
